text,entities,prompt,sentence,input_ids,attention_mask,inference_prompt,ground_truth,model_responses
operacija je bila dokončana z izogibanjem manipulaciji noseče maternice .,[],<s>[INST]  <<operacija je bila dokončana z izogibanjem manipulaciji noseče maternice .>>> [/INST]] </s>,operacija je bila dokončana z izogibanjem manipulaciji noseče maternice .,"[    1 14495 26575  1444 27030   437  8077 30026  1648   503  5951   468
   747   273 12701 11525  2497   455  2397 26414 14972  1775   824   625
   869]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],<s>[INST]  <<operacija je bila dokončana z izogibanjem manipulaciji noseče maternice .>>> [/INST],] </s>, operacija je bila dokončana brez manipulacije noseče maternice .</s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s></s>
"gospa B.S . , 28 - letna večkrat porodila , ki smo jo prejeli 02 uri po vaginalnem porodu živega novorojenčka , ki tehta 2750 gramov v obrobni porodnišnici 3 km stran .",[],"<s>[INST]  <<gospa B.S . , 28 - letna večkrat porodila , ki smo jo prejeli 02 uri po vaginalnem porodu živega novorojenčka , ki tehta 2750 gramov v obrobni porodnišnici 3 km stran .>>> [/INST]] </s>","gospa B.S . , 28 - letna večkrat porodila , ki smo jo prejeli 02 uri po vaginalnem porodu živega novorojenčka , ki tehta 2750 gramov v obrobni porodnišnici 3 km stran .","[    1   330   359  3274   350 29889 29903   869  1919 29871 29906 29947
   448  1235  1056  2453 30026 29895  3605  1277   397  4233  1919  8506
  1560 29877  2958   758 29926  5037 29871 29900 29906 21333   772   325
   351   979 15344  1277 20192  6145   573  3249  2420   272  3848   264
 25429  1919  8506   734   400 29874 29871 29906 29955 29945 29900 14961
   586   325   704 13716  1240  1277   397  1240 30039 29876  1654 29871
 29941  2383 16463   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","<s>[INST]  <<gospa B.S . , 28 - letna večkrat porodila , ki smo jo prejeli 02 uri po vaginalnem porodu živega novorojenčka , ki tehta 2750 gramov v obrobni porodnišnici 3 km stran .>>> [/INST]",] </s>," Ti poročila niso zanimiva . 02 ur po porodu novorojenčka smo prejeli gospo B.S , 28 - letno večkrat porodno mati , ki je imela"
"njena pretekla zdravstvena zgodovina je pokazala , da ni kadila zgodovino in ni imela pomembne družinske zgodovine .",[],"<s>[INST]  <<njena pretekla zdravstvena zgodovina je pokazala , da ni kadila zgodovino in ni imela pomembne družinske zgodovine .>>> [/INST]] </s>","njena pretekla zdravstvena zgodovina je pokazala , da ni kadila zgodovino in ni imela pomembne družinske zgodovine .","[    1 20199  2386   758 12681   433 18100  5705   303   854 29874   503
 17083   586  1099  1444 11293   834  2883  1919  1146  6836   413   328
  4233   503 17083   586  1789   297  6836   527  3100  8280  1590   484
  5883 30044  1144   446   503 17083   586   457   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","<s>[INST]  <<njena pretekla zdravstvena zgodovina je pokazala , da ni kadila zgodovino in ni imela pomembne družinske zgodovine .>>> [/INST]",] </s>," [INST0]  Ti si namenili preiskati preteklost zgodovine in družine pacientke . Te informacije so bile potrebne , da bi našla pomembne informacije o njeni pre"
prav tako je potrebovala alendronat 70 mg / teden z vitaminom D 400u / dan za osteoporozo .,[{'entity': 'osteoporozo'}],"<s>[INST]  <<prav tako je potrebovala alendronat 70 mg / teden z vitaminom D 400u / dan za osteoporozo .>>> [/INST][{""entity"": ""osteoporozo""}] </s>",prav tako je potrebovala alendronat 70 mg / teden z vitaminom D 400u / dan za osteoporozo .,"[    1 21535  1850 29877  1444  3104 15203   586  2883   394   355  1617
   271 29871 29955 29900   286 29887   847   260  6424   503 13901  9103
   290   360 29871 29946 29900 29900 29884   847  6025  4022   288  1655
   459   272  2112 29877   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]",<s>[INST]  <<prav tako je potrebovala alendronat 70 mg / teden z vitaminom D 400u / dan za osteoporozo .>>> [/INST],"[{""entity"": ""osteoporozo""}] </s>"," Understood. Your patient is taking alendronate 70 mg / week and vitamin D 400 u / day for osteoporosis.

Please provide me with the latest updates on your patient's condition, including any changes"
"da bi preverili za COVID - 19 , so mu svetovali kvalitativni test verižne reakcije s polimerazo ( PCR ) test iz brisa orofaringe .",[{'entity': 'COVID - 19'}],"<s>[INST]  <<da bi preverili za COVID - 19 , so mu svetovali kvalitativni test verižne reakcije s polimerazo ( PCR ) test iz brisa orofaringe .>>> [/INST][{""entity"": ""COVID - 19""}] </s>","da bi preverili za COVID - 19 , so mu svetovali kvalitativni test verižne reakcije s polimerazo ( PCR ) test iz brisa orofaringe .","[    1  1146  4768   758   369  2638  4022 19937   448 29871 29896 29929
  1919   577  3887  3731   300   586  2606   413   791   277  1926  1240
  1243  1147 29875 30044   484   337   557 28383   269  1248  4193   834
 29877   313  9609 29934  1723  1243  5951  1506  8069   470   974  4362
 29872   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<da bi preverili za COVID - 19 , so mu svetovali kvalitativni test verižne reakcije s polimerazo ( PCR ) test iz brisa orofaringe .>>> [/INST]","[{""entity"": ""COVID - 19""}] </s>"," Klinični zgodovinar :
  Naslednje podatke smo prejeli o času , ki je potekal med ponovitvijo preiskave :

 * 24 ur po prvi preisk"
"46 - letni moški z hipertenzijo in dislipidemijo , ki so jo diagnozirali 4 mesece prej , kot tudi z novonastalo sladkorno boleznijo , ki so jo odkrili 1 mesec prej , je bil napoten na urgenco zaradi hipokalemije .","[{'entity': 'hipertenzijo'} {'entity': 'dislipidemijo'}
 {'entity': 'hipokalemije'}]","<s>[INST]  <<46 - letni moški z hipertenzijo in dislipidemijo , ki so jo diagnozirali 4 mesece prej , kot tudi z novonastalo sladkorno boleznijo , ki so jo odkrili 1 mesec prej , je bil napoten na urgenco zaradi hipokalemije .>>> [/INST][{""entity"": ""hipertenzijo""}, {""entity"": ""dislipidemijo""}, {""entity"": ""hipokalemije""}] </s>","46 - letni moški z hipertenzijo in dislipidemijo , ki so jo diagnozirali 4 mesece prej , kot tudi z novonastalo sladkorno boleznijo , ki so jo odkrili 1 mesec prej , je bil napoten na urgenco zaradi hipokalemije .","[    1 29871 29946 29953   448  1235  1240  2730 30039  1984   503  7251
   546   841 29920 19550   297   766  3466   680 29885 19550  1919  8506
   577  2958  7936  1217 29920   381  2606 29871 29946   286   968   346
   758 29926  1919 21062 21406   503  2420   265   579  7003  2243   328
 13123  1217  1045   280  3749 19550  1919  8506   577  2958  2413 12748
  2638 29871 29896  4883   687   758 29926  1919  1444 13181  9709 16368
  1055  5065  1885  1111 21370 10129 21464   554 12698  7253   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<46 - letni moški z hipertenzijo in dislipidemijo , ki so jo diagnozirali 4 mesece prej , kot tudi z novonastalo sladkorno boleznijo , ki so jo odkrili 1 mesec prej , je bil napoten na urgenco zaradi hipokalemije .>>> [/INST]","[{""entity"": ""hipertenzijo""}, {""entity"": ""dislipidemijo""}, {""entity"": ""hipokalemije""}] </s>"," Ugotovljen je bil sladkorni ketoz ( glicemija 2.5 g / L ) , hiperkalemija ( kalijum 5.8 mmol / L ) , hipokalemija ( kalijum "
"13 - letni fant , diagnosticiran po WHO diagnostičnih merilih verjetnega NS , je bil napoten iz atanga HC III v okrožju pader , kjer je bil vključen v oskrbo v centru za zdravljenje nihanja sindroma ; prinesel je zgodovino napredujočega otoka in bolečin v desni ledveni regiji .","[{'entity': 'NS'} {'entity': 'nihanja sindroma'}
 {'entity': 'otoka in bolečin v desni ledveni regiji'}]","<s>[INST]  <<13 - letni fant , diagnosticiran po WHO diagnostičnih merilih verjetnega NS , je bil napoten iz atanga HC III v okrožju pader , kjer je bil vključen v oskrbo v centru za zdravljenje nihanja sindroma ; prinesel je zgodovino napredujočega otoka in bolečin v desni ledveni regiji .>>> [/INST][{""entity"": ""NS""}, {""entity"": ""nihanja sindroma""}, {""entity"": ""otoka in bolečin v desni ledveni regiji""}] </s>","13 - letni fant , diagnosticiran po WHO diagnostičnih merilih verjetnega NS , je bil napoten iz atanga HC III v okrožju pader , kjer je bil vključen v oskrbo v centru za zdravljenje nihanja sindroma ; prinesel je zgodovino napredujočega otoka in bolečin v desni ledveni regiji .","[    1 29871 29896 29941   448  1235  1240 13568  1919   652 21780   381
   273   772   399  8187   652 11670  8953 13428  2778  2638 29882  1147
  4026 29876  2442  3865  1919  1444 13181  9709 16368  5951   472 12686
   379 29907  4786   325  3431   307 30044  4900   282  1664  1919   413
  6846  1444 13181   325  6321  4900 19534   325   288   808 29878   833
   325  1644   582  4022 18100  5705 25489  1324   302  4861 23565  3937
   456 29874  2056   544  1475   295  1444   503 17083   586  1789  9709
  9313  2212 30026  2442   288   517  1335   297  1045   280 30026   262
   325   553  1240  5331   854 29875  1072 13188   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<13 - letni fant , diagnosticiran po WHO diagnostičnih merilih verjetnega NS , je bil napoten iz atanga HC III v okrožju pader , kjer je bil vključen v oskrbo v centru za zdravljenje nihanja sindroma ; prinesel je zgodovino napredujočega otoka in bolečin v desni ledveni regiji .>>> [/INST]","[{""entity"": ""NS""}, {""entity"": ""nihanja sindroma""}, {""entity"": ""otoka in bolečin v desni ledveni regiji""}] </s>"," Based on the information provided in the passage, here are the possible causes of the patient's symptoms:

1. Neurocysticercosis (NCC): The patient's history of progressive neck swelling and pain in the right later"
"imela je zgodovino diabetesa , hipertenzije , ki je bila zdravljena z glinidom in zaviralci kalcija .",[{'entity': 'diabetesa'} {'entity': 'hipertenzije'}],"<s>[INST]  <<imela je zgodovino diabetesa , hipertenzije , ki je bila zdravljena z glinidom in zaviralci kalcija .>>> [/INST][{""entity"": ""diabetesa""}, {""entity"": ""hipertenzije""}] </s>","imela je zgodovino diabetesa , hipertenzije , ki je bila zdravljena z glinidom in zaviralci kalcija .","[    1   527  3100  1444   503 17083   586  1789   652 13176  8625  1919
  7251   546   841 29920  7253  1919  8506  1444 27030 18100  5705 14042
  2386   503   330  1915   333   290   297   503   485 19647   455 25364
 26575   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","<s>[INST]  <<imela je zgodovino diabetesa , hipertenzije , ki je bila zdravljena z glinidom in zaviralci kalcija .>>> [/INST]","[{""entity"": ""diabetesa""}, {""entity"": ""hipertenzije""}] </s>"," Thank you for providing more information about the patient's medical history. Revised medical history:

* Diabetes: Yes, the patient has a history of diabetes.
* Hypertension: Yes, the patient has a history of hypertension"
neobičajna ektatična bronhialna arterija je bila uspešno zamašena z embolizacijo s spiralo .,[{'entity': 'neobičajna ektatična bronhialna arterija'}],"<s>[INST]  <<neobičajna ektatična bronhialna arterija je bila uspešno zamašena z embolizacijo s spiralo .>>> [/INST][{""entity"": ""neobičajna ektatična bronhialna arterija""}] </s>",neobičajna ektatična bronhialna arterija je bila uspešno zamašena z embolizacijo s spiralo .,"[    1   452   711  8953  1175  1056   321  1193  2219 30026  1056 12246
 29882   616  1056   564   357  8044  1444 27030   502   412 30039  1217
   503  3304 30039  2386   503   953  2095  6619   455  2212   269  6337
  7003   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]",<s>[INST]  <<neobičajna ektatična bronhialna arterija je bila uspešno zamašena z embolizacijo s spiralo .>>> [/INST],"[{""entity"": ""neobičajna ektatična bronhialna arterija""}] </s>"," Ob izvedbi bronhialne embolizacije z spiralom je bilo zamašeno neobičajno ektatično bronhialno arterijo z vključitvijo spiralne arterije .
"
"ultrazvok trebuha je pokazal normalno ehoteksturo jeter , brez SOL , normalno portalno veno in brez IHBRD .",[],"<s>[INST]  <<ultrazvok trebuha je pokazal normalno ehoteksturo jeter , brez SOL , normalno portalno veno in brez IHBRD .>>> [/INST]] </s>","ultrazvok trebuha je pokazal normalno ehoteksturo jeter , brez SOL , normalno portalno veno in brez IHBRD .","[    1  8494  9504 29894   554  2578  2423  2350  1444 11293   834   284
  4226  1217   321 29882   866 29895   303  2192   432  1308  1919  2078
 29920   317  5607  1919  4226  1217 25792  1217  6003 29877   297  2078
 29920   306 29950 15176 29928   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","<s>[INST]  <<ultrazvok trebuha je pokazal normalno ehoteksturo jeter , brez SOL , normalno portalno veno in brez IHBRD .>>> [/INST]",] </s>," This is a normal ultrasound image of the abdomen, showing a well-circumscribed, hypoechoic lesion in the liver. There are no signs of ascites, splenomegaly, or hepatomegaly. The"
77 - letna tunizijska ženska je bila hospitalizirana zaradi množičnega bolečega ascitesa .,[{'entity': 'ascitesa'}],"<s>[INST]  <<77 - letna tunizijska ženska je bila hospitalizirana zaradi množičnega bolečega ascitesa .>>> [/INST][{""entity"": ""ascitesa""}] </s>",77 - letna tunizijska ženska je bila hospitalizirana zaradi množičnega bolečega ascitesa .,"[    1 29871 29955 29955   448  1235  1056 18515   466   823  4621  6145
 24958  1444 27030 13457   466   381  1648 21370 10129   286  1217 30044
  8953 29876  2442  1045   280 30026  2442 12066  3246 29874   869]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],<s>[INST]  <<77 - letna tunizijska ženska je bila hospitalizirana zaradi množičnega bolečega ascitesa .>>> [/INST],"[{""entity"": ""ascitesa""}] </s>"," Ascites je bil vključen v spremljanje njenega zdravja od začetka in so mu bili prisotni tudi ostre oznake bolezni , vključno z množičnim bole"
