perifernim,I-ety
pulzom,I-ety
.,O
"
"
pacientu,O
so,O
takoj,O
dali,O
kisik,O
",",O
tekočine,O
",",O
antibiotike,O
in,O
zdravila,O
za,O
povečanje,O
krvnega,O
tlaka,O
.,O
"
"
šest,O
ur,O
kasneje,O
je,O
pacient,O
prikazal,O
enkratno,O
epizodo,O
hematemesis,B-ety
.,O
"
"
ni,O
bilo,O
povezano,O
s,O
meleno,B-ety
ali,O
trebušno,B-ety
bolečino,I-ety
.,O
"
"
ni,O
imel,O
zgodovine,B-ety
uporabe,I-ety
alkohola,I-ety
",",O
bolezni,B-ety
jeter,I-ety
",",O
varic,B-ety
",",O
peptične,B-ety
razjede,I-ety
",",O
abdominalne,O
aortne,O
operacije,O
",",O
uporabe,O
nesteroidnih,O
protivnetnih,O
zdravil,O
",",O
gastropareze,B-ety
ali,O
prejšnjega,O
GI,B-ety
krvavenja,I-ety
.,O
"
"
fizični,O
pregled,O
ni,O
bil,O
opazen,O
.,O
"
"
pomembne,O
laboratorijske,O
študije,O
so,O
vključevale,O
raven,O
hemoglobina,O
10,O
g,O
/,O
dl,O
",",O
trombocitno,O
število,O
je,O
bilo,O
normalno,O
",",O
krvni,O
sečnik,O
je,O
bil,O
"1,2",O
g,O
/,O
l,O
(,O
"0,18",O
-,O
"0,45",O
g,O
/,O
L,O
),O
",",O
in,O
raven,O
kreatinina,O
je,O
bila,O
68,O
mg,O
/,O
L,O
(,O
7,O
-,O
13,O
mg,O
/,O
L,O
),O
.,O
"
"
po,O
hemodinamski,O
stabilizaciji,O
je,O
bila,O
izvedena,O
ezofagogastroduodenoskopija,O
",",O
ki,O
je,O
pokazala,O
:,O
zgornja,O
tretjina,O
požiralnika,O
je,O
bila,O
obkrožena,O
z,O
zastoji,O
",",O
vendar,O
srednja,O
in,O
spodnja,O
tretjina,O
prikazujeta,O
obkrožajoče,O
črno,O
pigmentacijo,O
:,O
sluznica,O
je,O
bila,O
črna,O
in,O
pokrita,O
z,O
eksudatom,O
iste,O
barve,O
",",O
povezanem,O
z,O
razpršenim,B-ety
krvavenjem,I-ety
.,O
"
"
želodčna,O
sluznica,O
je,O
bila,O
v,O
neposredni,O
in,O
retroviziji,O
strogo,O
normalna,O
",",O
čebulica,O
in,O
dvanajstnik,O
sta,O
bila,O
normalna,O
.,O
"
"
vzorci,O
biopsije,O
so,O
pokazali,O
nekrotične,B-ety
ostanke,I-ety
",",O
nekrozo,B-ety
sluznice,I-ety
in,I-ety
podsluznice,I-ety
z,O
lokalnim,O
vnetnim,O
odzivom,O
.,O
"
"
izid,O
:,O
zdravljenje,O
tega,O
stanja,O
je,O
temeljilo,O
na,O
neprekinjeni,O
visoki,O
dozi,O
omeprazola,O
(,O
8,O
mg,O
/,O
h,O
),O
po,O
bolusu,O
80mg,O
in,O
popolni,O
parenteralni,O
prehrani,O
.,O
"
"
pacient,O
ni,O
doživel,O
nadaljnjega,O
hematemesis,B-ety
ali,O
melene,B-ety
.,O
"
"
zaradi,O
hudega,O
stanja,O
nekroze,B-ety
",",O
in,O
z,O
poslabšanjem,B-ety
njegovega,I-ety
stanja,I-ety
in,O
vztrajno,O
sepso,B-ety
je,O
umrl,O
kasneje,O
isti,O
dan,O
.,O
"
"
enajstletna,O
deklica,O
se,O
je,O
pojavila,O
v,O
pediatrični,O
očesni,O
ambulanti,O
univerzitetnega,O
kliničnega,O
centra,O
v,O
ibadanu,O
",",O
nigerija,O
",",O
z,O
zgodovino,O
škiljenja,B-ety
in,O
slabega,B-ety
vida,I-ety
.,O
"
"
njena,O
mati,O
je,O
opazila,O
neusklajenost,O
oči,O
tri,O
leta,O
nazaj,O
in,O
pacientka,O
se,O
je,O
pritoževala,O
o,O
slabem,B-ety
vidu,I-ety
na,I-ety
daljavo,I-ety
približno,O
eno,O
leto,O
.,O
"
"
ni,O
bilo,O
zgodovine,O
predhodne,O
poškodbe,O
glave,O
ali,O
obraza,O
.,O
"
"
ni,O
bilo,O
zgodovine,O
dvojnega,B-ety
vida,I-ety
(,O
diplopije,B-ety
),O
ali,O
bolečin,O
pri,O
očesnih,O
gibih,O
.,O
"
"
ni,O
bilo,O
povezano,O
z,O
glavobolom,B-ety
",",O
vročino,B-ety
",",O
bruhanjem,B-ety
",",O
bolečinami,O
v,O
sklepih,O
ali,O
kožnimi,B-ety
izpuščaji,I-ety
/,I-ety
lezi,I-ety
.,O
"
"
pregled,O
sistemov,O
je,O
bil,O
v,O
osnovi,O
normalen,O
in,O
ona,O
je,O
od,O
zgodnjega,O
otroštva,O
uživala,O
dobro,O
zdravje,O
.,O
"
"
njena,O
nosečnost,O
in,O
porod,O
sta,O
bila,O
brez,O
zapletov,O
;,O
in,O
njen,O
razvoj,O
je,O
bil,O
normalen,O
.,O
"
"
vsi,O
drugi,O
družinski,O
člani,O
so,O
bili,O
dobro,O
in,O
v,O
družini,O
ni,O
bilo,O
zgodovine,O
škiljenja,B-ety
.,O
"
"
izmerjena,O
vidna,O
ostrost,O
je,O
bila,O
6,O
/,O
24,O
v,O
desnem,O
očesu,O
in,O
štetje,O
prstov,O
(,O
CF,O
),O
v,O
levem,O
očesu,O
.,O
"
"
med,O
refrakcijo,O
se,O
je,O
njena,O
vidna,O
ostrost,O
izboljšala,O
na,O
6,O
/,O
9,O
in,O
6,O
/,O
60,O
v,O
desnem,O
in,O
levem,O
očesu,O
oziroma,O
.,O
"
"
refraktivna,O
napaka,O
je,O
bila,O
hipermetropija,B-ety
+,O
4.50,O
dioptrij,O
v,O
vsakem,O
očesu,O
.,O
"
"
pregled,O
je,O
razkril,O
normalne,O
sprednje,O
in,O
zadnje,O
segmente,O
na,O
obeh,O
straneh,O
.,O
"
"
bilo,O
je,O
približno,O
10,O
prizemnih,O
dioptrij,O
levega,O
hipotropija,B-ety
brez,O
horizontalnega,O
odstopanja,O
v,O
osnovnem,O
položaju,O
in,O
ni,O
imela,O
nenormalne,O
glave,O
drže,O
.,O
"
"
njene,O
palpebralne,O
razpoke,O
so,O
bile,O
normalne,O
in,O
enake,O
na,O
obeh,O
straneh,O
v,O
primarnem,O
položaju,O
pogleda,O
.,O
"
"
pregled,O
očesne,O
motorike,O
je,O
pokazal,O
izrazito,O
omejitev,O
dvigovanja,O
leva,O
očesa,O
pri,O
gledanju,O
desno,O
",",O
medtem,O
ko,O
je,O
bilo,O
dvigovanje,O
istega,O
očesa,O
skoraj,O
popolno,O
pri,O
pogledu,O
levo,O
.,O
"
"
gibanja,O
desnega,O
očesa,O
so,O
bila,O
normalna,O
in,O
ni,O
bilo,O
pomembnih,O
sprememb,O
v,O
palpebralnih,O
razpokah,O
obeh,O
oči,O
med,O
očesnimi,O
gibanji,O
.,O
"
"
prisiljena,O
duktalna,O
preizkusnja,O
(,O
izvedena,O
pod,O
sedacijo,O
),O
je,O
bila,O
pozitivna,O
in,O
je,O
razkrila,O
izrazito,O
omejitev,O
pasivne,O
elevacije,O
leva,O
oka,O
v,O
adukciji,O
.,O
"
"
njen,O
sistemski,O
pregled,O
je,O
bil,O
popolnoma,O
normalen,O
.,O
"
"
diagnoza,O
kongenitalnega,B-ety
levega,I-ety
brownovega,I-ety
sindroma,I-ety
s,O
hudo,O
ambliopijo,B-ety
je,O
bila,O
postavljena,O
.,O
"
"
očala,O
so,O
bila,O
predpisana,O
in,O
začela,O
je,O
s,O
poskusom,O
amblyopia,B-ety
terapije,O
",",O
ki,O
je,O
vključevala,O
zakrivanje,O
desnega,O
očesa,O
za,O
obdobje,O
3,O
-,O
4,O
ure,O
vsak,O
dan,O
(,O
po,O
šoli,O
),O
.,O
"
"
njena,O
mati,O
je,O
bila,O
svetovana,O
in,O
poučena,O
o,O
stanju,O
kot,O
tudi,O
o,O
zdravljenju,O
načrta,O
.,O
"
"
posebej,O
je,O
bilo,O
njej,O
povedano,O
",",O
da,O
je,O
operacija,O
nujna,O
za,O
popravek,O
škiljenja,B-ety
",",O
ne,O
glede,O
na,O
izid,O
terapije,O
ambliopije,B-ety
.,O
"
"
načrtovan,O
je,O
bil,O
obisk,O
za,O
tri,O
mesece,O
sledenja,O
",",O
vendar,O
je,O
pacient,O
opustil,O
po,O
prvem,O
obisku,O
.,O
"
"
34,O
-,O
letnica,O
",",O
ki,O
je,O
bila,O
nedavno,O
diagnozirana,O
kot,O
HIV,O
pozitivna,O
para,O
4,O
",",O
je,O
bila,O
napotena,O
k,O
nam,O
z,O
2,O
-,O
mesečno,O
zgodovino,O
trebušne,B-ety
bolečine,I-ety
",",O
trebušnega,B-ety
napenjanja,I-ety
in,O
bolečin,B-ety
v,I-ety
hrbtu,I-ety
",",O
ki,O
so,O
se,O
poslabšale,O
2,O
tedna,O
pred,O
predstavitvijo,O
.,O
"
"
imela,O
je,O
tudi,O
bolečine,B-ety
pri,I-ety
odvajanju,I-ety
blata,I-ety
",",O
nočno,B-ety
potenje,I-ety
in,O
vročino,B-ety
.,O
"
"
ob,O
pregledu,O
je,O
izgledala,O
bolno,O
",",O
v,O
dihanju,B-ety
stiske,I-ety
z,O
dihalno,O
hitrostjo,O
28,O
dihov,O
na,O
minuto,O
.,O
"
"
bila,O
je,O
vročična,B-ety
z,O
temperaturo,O
"38,2",O
°,O
C,O
in,O
je,O
imela,O
enostansko,B-ety
otekanje,I-ety
noge,I-ety
.,O
"
"
trebušna,O
votlina,O
je,O
bila,O
asimetrično,O
napihnjena,O
z,O
abdominopelvično,O
maso,O
velikosti,O
približno,O
30,O
tednov,O
.,O
"
"
izbočina,O
masa,O
je,O
bila,O
trdna,O
",",O
negibna,O
z,O
nepravilno,O
površino,O
",",O
ki,O
ni,O
bila,O
pripeta,O
na,O
nadkožje,O
.,O
"
"
ni,O
bilo,O
ascitesa,B-ety
in,O
ni,O
bilo,O
hepatosplenomegalije,B-ety
.,O
"
"
matični,O
vrat,O
je,O
izgledal,O
očitno,O
normalno,O
",",O
vendar,O
je,O
bil,O
premaknjen,O
anteriorly,O
.,O
"
"
digitalni,O
rektalni,O
pregled,O
je,O
razkril,O
maso,O
v,O
douglasovi,O
vrečki,O
",",O
ki,O
ni,O
vključevala,O
rektalne,O
sluznice,O
.,O
"
"
pregled,O
drugih,O
sistemov,O
je,O
bil,O
normalen,O
.,O
"
"
izhod,O
iz,O
preiskav,O
je,O
pokazal,O
hemoglobin,O
v,O
vrednosti,O
6.5g,O
/,O
dl,O
(,O
NR,O
12,O
-,O
14g,O
/,O
dl,O
),O
",",O
rahlo,O
povišan,B-ety
rakasti,I-ety
antigen,I-ety
125,I-ety
v,O
vrednosti,O
44U,O
/,O
ml,O
(,O
NR,O
0,O
-,O
35,O
),O
",",O
serum,O
beta,O
humani,O
horionski,O
gonadotropin,O
(,O
HCG,O
),O
v,O
vrednosti,O
0.258miu,O
/,O
ml,O
(,O
NR,O
0,O
-,O
5,O
),O
in,O
alfa,O
fetoprotein,O
v,O
vrednosti,O
7,O
ng,O
/,O
ml,O
(,O
NR,O
<,O
10,O
),O
.,O
"
"
njeno,O
število,O
CD4,O
celic,O
je,O
bilo,O
63,O
celic,O
/,O
mm,O
3,O
.,O
"
"
njeni,O
testi,O
ledvične,O
in,O
jetrne,O
funkcije,O
testi,O
so,O
bili,O
normalni,O
.,O
"
"
ultrazvočni,O
pregled,O
je,O
pokazal,O
trdno,O
maso,O
",",O
ki,O
meri,O
"19,6",O
cm,O
x,O
"12,5",O
cm,O
",",O
zadaj,O
do,O
materničnega,O
telesa,O
in,O
se,O
razteza,O
do,O
leve,O
priveske,O
.,O
"
"
maternica,O
in,O
njena,O
endometrija,O
sta,O
bili,O
normalni,O
.,O
"
"
dopplerjev,O
ultrazvočni,O
pregled,O
desne,O
spodnje,O
okončine,O
ni,O
pokazal,O
nobenih,O
dokazov,O
o,O
trombozi,B-ety
in,O
njen,O
prsnega,O
koša,O
rentgenski,O
posnetek,O
je,O
pokazal,O
perihilarno,O
limfadenopatijo,B-ety
.,O
"
"
pacientka,O
je,O
bila,O
poslana,O
na,O
kirurško,O
raziskovanje,O
in,O
staging,O
za,O
ovarijsko,B-ety
malignost,I-ety
.,O
"
"
pri,O
laparotomiji,O
je,O
bil,O
prisoten,O
levi,O
jajčnikov,B-ety
tumor,I-ety
",",O
pripet,O
na,O
obsežno,B-ety
maternico,I-ety
in,O
sigmoidno,O
debelo,O
črevo,O
.,O
"
"
desni,O
jajčnik,O
je,O
bil,O
povečan,O
na,O
približno,O
10,O
cm,O
premera,O
.,O
"
"
leve,O
jajcevod,O
in,O
jajčnik,O
ni,O
bilo,O
mogoče,O
ločiti,O
in,O
razlikovati,O
od,O
tumorja,B-ety
.,O
"
"
preostanek,O
trebušnih,O
organov,O
in,O
omentum,O
je,O
na,O
prvi,O
pogled,O
izgledal,O
normalno,O
.,O
"
"
ni,O
bilo,O
ascitesa,B-ety
.,O
"
"
tumor,B-ety
je,O
bil,O
krhek,O
in,O
je,O
bil,O
odstranjen,O
z,O
grobo,O
in,O
ostrim,O
disekcijo,O
.,O
"
"
izvedena,O
je,O
bila,O
totalna,O
abdominalna,O
histerektomija,O
",",O
bilateralna,O
adneksotomija,O
in,O
infrakolična,O
omentektomija,O
.,O
"
"
splošni,O
kirurgi,O
so,O
bili,O
prisotni,O
in,O
so,O
opravili,O
sigmoidektomijo,O
in,O
hartmannov,O
postopek,O
.,O
"
"
imela,O
je,O
povečane,B-ety
retroperitonealne,I-ety
bezgavke,I-ety
",",O
ki,O
niso,O
bile,O
odstranjene,O
",",O
da,O
bi,O
zmanjšali,O
intraoperativno,B-ety
krvavenje,I-ety
in,O
postoperativno,O
morbilnost,O
.,O
"
"
mi,O
smo,O
se,O
srečali,O
s,O
pomembnim,O
krvavenjem,B-ety
iz,O
krhkega,O
tumorja,O
.,O
"
"
pacientka,O
je,O
bila,O
poslana,O
v,O
enoto,O
za,O
intenzivno,O
nego,O
",",O
kjer,O
se,O
je,O
oporavila,O
po,O
operaciji,O
.,O
"
"
histologija,O
vzorcev,O
je,O
pokazala,O
velik,O
b-celični,B-ety
limfom,I-ety
.,O
"
"
hematolog,O
je,O
bil,O
posvetovan,O
in,O
opravljeni,O
sta,O
bili,O
periferna,O
krvna,O
slika,O
in,O
kostni,O
mozeg,O
aspirat,O
.,O
"
"
obe,O
rezultati,O
sta,O
bili,O
normalni,O
",",O
kar,O
izključuje,O
nenormalne,B-ety
celice,I-ety
v,O
obeh,O
vzorcih,O
.,O
"
"
ona,O
je,O
začela,O
z,O
kemoterapijo,O
en,O
mesec,O
po,O
operaciji,O
in,O
do,O
časa,O
pisanja,O
je,O
prejela,O
en,O
cikel,O
ciklofosfamida,O
",",O
doksorubicina,O
in,O
vinkristina,O
.,O
"
"
prav,O
tako,O
so,O
jo,O
začeli,O
zdraviti,O
z,O
visoko,O
aktivno,O
protiretrovirusno,O
terapijo,O
.,O
"
"
pacient,O
",",O
ki,O
je,O
bil,O
napoten,O
k,O
nam,O
na,O
oceno,O
za,O
obvod,O
koronarne,O
arterije,O
",",O
je,O
bil,O
56,O
-,O
letni,O
učitelj,O
",",O
ki,O
so,O
ga,O
zdravili,O
zaradi,O
ishemične,B-ety
bolezni,I-ety
srca,I-ety
(,I-ety
IBS,I-ety
),I-ety
v,O
zasebni,O
kardiološki,O
ustanovi,O
v,O
lagosu,O
.,O
"
"
ona,O
se,O
je,O
pojavila,O
v,O
juliju,O
2009,O
z,O
zgodovino,O
",",O
ki,O
je,O
nakazovala,O
na,O
IHD,B-ety
in,O
angino,B-ety
razreda,I-ety
II,I-ety
(,O
klasifikacija,O
kanadske,O
kardiovaskularne,O
družbe,O
),O
",",O
ki,O
se,O
je,O
poslabševala,O
",",O
kljub,O
zdravstveni,O
terapiji,O
.,O
"
"
koronarna,O
angiografija,O
",",O
ki,O
je,O
bila,O
opravljena,O
",",O
je,O
pokazala,O
pomembne,O
lezije,B-ety
v,I-ety
srednjem,I-ety
delu,I-ety
leve,I-ety
padajoče,I-ety
koronarne,I-ety
arterije,I-ety
(,O
LAD,O
),O
in,O
proksimalne,O
arterije,O
circumflex,O
coronary,O
(,O
cx,O
),O
.,O
"
"
desna,O
koronarna,O
arterija,O
je,O
bila,O
prevladujoča,O
arterija,O
z,O
nekaj,O
manjšimi,O
nepravilnostmi,O
.,O
"
"
percutana,O
transluminalna,O
koronarna,O
angioplastika,O
obeh,O
LAD,O
in,O
cx,O
je,O
bila,O
opravljena,O
.,O
"
"
"3,0",O
mm,O
zdravilu,O
eluirajoči,O
stent,O
je,O
bil,O
nameščen,O
za,O
stentiranje,O
LAD,O
in,O
cx,O
je,O
bil,O
stentiran,O
z,O
"3,0",O
mm,O
golim,O
kovinskim,O
stentom,O
.,O
"
"
pacient,O
je,O
bil,O
brez,O
angine,O
za,O
eno,O
leto,O
",",O
vendar,O
se,O
je,O
ponovno,O
predstavil,O
v,O
juliju,O
2010,O
z,O
angino,B-ety
razreda,I-ety
II,I-ety
.,O
"
"
ponovljen,O
koronarni,O
angiogram,O
je,O
bil,O
opravljen,O
",",O
ki,O
je,O
pokazal,O
",",O
da,O
sta,O
bila,O
oba,O
stenta,O
patentirana,O
in,O
ni,O
bilo,O
novih,O
koronarnih,B-ety
lezij,I-ety
.,O
"
"
ona,O
je,O
bila,O
kontrolirana,O
z,O
medicinsko,O
terapijo,O
.,O
"
"
vendar,O
se,O
je,O
ona,O
ponovno,O
pojavila,O
v,O
novembru,O
2011,O
",",O
tokrat,O
z,O
nestabilno,B-ety
angino,I-ety
.,O
"
"
nujna,O
koronarna,O
angiogram,O
",",O
ki,O
je,O
bila,O
izvedena,O
",",O
je,O
pokazala,O
",",O
da,O
so,O
prejšnji,O
stenti,O
še,O
vedno,O
patentirani,O
",",O
vendar,O
z,O
50%,O
stenozo,O
glavne,O
leve,O
veje,O
stenozo,B-ety
in,O
95%,O
proksimalno,O
LAD,O
stenozo,B-ety
.,O
"
"
ona,O
je,O
bila,O
nato,O
napotena,O
na,O
kirurško,O
revascularizacijo,O
.,O
"
"
fizični,O
pregled,O
ob,O
sprejemu,O
je,O
razkril,O
srednje,O
staro,O
žensko,O
",",O
ki,O
je,O
bila,O
klinično,O
debela,B-ety
z,O
indeksom,O
telesne,O
mase,O
32kg,O
/,O
m,O
2,O
.,O
"
"
ni,O
bilo,O
pomembnih,O
fizičnih,O
ugotovitev,O
.,O
"
"
povezani,O
tvegani,O
faktorji,O
so,O
bili,O
intermitentna,B-ety
klavdikacija,I-ety
(,O
indeks,O
gležnja,O
in,O
nadlahti,O
bilaterally,O
je,O
bil,O
0.57,O
),O
",",O
dvostranski,B-ety
karotidni,I-ety
šumi,I-ety
",",O
slabo,O
nadzorovan,O
diabetes,B-ety
mellitus,I-ety
in,O
hiperlipidemija,B-ety
.,O
"
"
izračunan,O
euroscore,O
je,O
bil,O
6,O
.,O
"
"
zdravila,O
ob,O
sprejemu,O
so,O
bila,O
aspirin,O
",",O
podjezični,O
sprej,O
glyceryl,O
trinitrate,O
",",O
metformin,O
",",O
glibenclamid,O
",",O
fluvastatin,O
",",O
metoprolol,O
in,O
isosorbide,O
dinitrate,O
.,O
"
"
izvedene,O
so,O
bile,O
preiskave,O
",",O
vključno,O
s,O
transtorakalnim,O
ehokardiogramom,O
",",O
ki,O
je,O
pokazal,O
dobro,O
frakcijo,O
iztisa,O
levega,O
prekata,O
brez,O
dokazov,O
o,O
disfunkciji,B-ety
prekata,I-ety
.,O
"
"
prsni,O
radiogram,O
",",O
12,O
-,O
kanalni,O
elektrokardiogram,O
in,O
testi,O
pljučne,O
funkcije,O
so,O
bili,O
normalni,O
.,O
"
"
vse,O
krvne,O
parametre,O
so,O
bile,O
v,O
sprejemljivih,O
mejah,O
.,O
"
"
po,O
pregledu,O
njenega,O
koronarnega,O
angiograma,O
je,O
bila,O
ona,O
načrtovana,O
za,O
enojno,O
žilno,O
cepljenje,O
LAD,O
kot,O
postopek,O
brez,O
uporabe,O
črpalke,O
.,O
.,O
"
"
operacija,O
je,O
bila,O
izvedena,O
v,O
novembru,O
2011,O
.,O
"
"
kardiopulmonalnega,O
obvoda,O
niso,O
nastavili,O
.,O
"
"
po,O
sredinskem,O
sternotomiji,O
in,O
pridobivanju,O
leve,O
notranje,O
mamarije,O
arterije,O
(,O
LIMA,O
),O
so,O
bili,O
uporabljeni,O
stabilizator,O
octopus,O
3,O
off-pump,O
in,O
podplat,O
za,O
uporabo,O
za,O
imobilizacijo,O
anteriornega,O
